model,layer_number,normalized_depth,top10_prevalence,median_target_rank,raw_dropout_pct,masked_dropout_pct,dropout_reduction_pct,raw_persistent_depth,masked_persistent_depth
Gemma-7B,10,0.35714285714285715,0.0,1018.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,11,0.39285714285714285,0.0,1193.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,12,0.42857142857142855,0.0,883.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,13,0.4642857142857143,0.0,1112.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,14,0.5,0.0,991.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,15,0.5357142857142857,0.0,763.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,16,0.5714285714285714,0.0,644.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,17,0.6071428571428571,0.0,552.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,18,0.6428571428571429,0.008567931456548347,392.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,19,0.6785714285714286,0.10771113831089352,191.0,0.47980416156670747,0.4773561811505508,0.002447980416156681,0.999756216479766,0.999756216479766
Gemma-7B,20,0.7142857142857143,0.18115055079559364,125.0,0.47980416156670747,0.4785801713586291,0.0012239902080783405,0.999756216479766,0.999756216479766
Gemma-7B,21,0.75,0.26560587515299877,56.0,0.47980416156670747,0.4773561811505508,0.002447980416156681,0.999756216479766,0.999756216479766
Gemma-7B,22,0.7857142857142857,0.35495716034271724,33.0,0.47980416156670747,0.4773561811505508,0.002447980416156681,0.999756216479766,0.999756216479766
Gemma-7B,23,0.8214285714285714,0.397796817625459,24.0,0.47980416156670747,0.4773561811505508,0.002447980416156681,0.999756216479766,0.999756216479766
Gemma-7B,24,0.8571428571428571,0.4149326805385557,22.0,0.47980416156670747,0.4675642594859241,0.01223990208078335,0.999756216479766,0.999756216479766
Gemma-7B,25,0.8928571428571429,0.24357405140758873,76.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.999756216479766
Gemma-7B,26,0.9285714285714286,0.3769889840881273,36.0,0.47980416156670747,0.45532435740514077,0.0244798041615667,0.999756216479766,0.999756216479766
Gemma-7B,27,0.9642857142857143,0.004895960832313341,1373.0,0.47980416156670747,0.23378212974296206,0.2460220318237454,0.999756216479766,0.9058995611896636
Gemma-7B,28,1.0,0.7172582619339045,3.0,0.47980416156670747,0.47980416156670747,0.0,0.999756216479766,0.9642857142857143
Pythia-6.9B,1,0.03125,0.0,8066.0,0.2839657282741738,0.2839657282741738,0.0,0.614565404475043,0.614565404475043
Pythia-6.9B,2,0.0625,0.0,10037.0,0.2839657282741738,0.2839657282741738,0.0,0.614565404475043,0.614565404475043
Pythia-6.9B,3,0.09375,0.0,4628.0,0.2839657282741738,0.2839657282741738,0.0,0.614565404475043,0.614565404475043
Pythia-6.9B,4,0.125,0.0,1673.0,0.2839657282741738,0.2839657282741738,0.0,0.614565404475043,0.614565404475043
Pythia-6.9B,5,0.15625,0.004895960832313341,704.0,0.2839657282741738,0.2839657282741738,0.0,0.614565404475043,0.6146191910499139
Pythia-6.9B,6,0.1875,0.07221542227662178,165.0,0.2839657282741738,0.27906976744186046,0.004895960832313362,0.614565404475043,0.6163941480206541
Pythia-6.9B,7,0.21875,0.1481028151774786,181.0,0.2839657282741738,0.2802937576499388,0.0036719706242350214,0.614565404475043,0.6173623063683304
Pythia-6.9B,8,0.25,0.21909424724602203,156.0,0.2839657282741738,0.2766217870257038,0.007343941248470043,0.614565404475043,0.6165017211703959
Pythia-6.9B,9,0.28125,0.29253365973072215,32.0,0.2839657282741738,0.2594859241126071,0.0244798041615667,0.614565404475043,0.6153184165232358
